id,category,code,number,name,frequency,coverage
1237,part,186,669,leaf,2,0.052089718551
1238,part,187,719,blinds,2,0.0485084279378
1239,part,188,43,sidewalk,2,0.021220216504099998
1240,part,189,188,shelves,2,0.0190756088804
1241,part,190,124,basket,2,0.015047283879
1242,part,191,644,gas pump,2,0.0108023826346
1243,part,192,286,fruit,2,0.006176078509890001
1244,part,193,409,microphone,2,0.004665516040939999
1245,part,194,97,wall socket,2,0.00247910256135
1246,part,195,46,light,2,0.0006284849408130001
1247,part,196,549,elevator,1,0.36937047067400003
1248,part,197,761,folding door,1,0.21151694373399998
1249,part,198,921,grille door,1,0.119921398563
1250,part,199,208,sand,1,0.109425
1251,part,200,653,leaves,1,0.09754625956219999
1252,part,201,214,countertop,1,0.0530454842819
1253,part,202,121,bench,1,0.05279457462
1254,part,203,603,deck,1,0.040707582898499996
1255,part,204,132,plaything,1,0.028306749131900004
1256,part,205,174,tray,1,0.0276985168457
1257,part,206,169,bush,1,0.025213991769500003
1258,part,207,1077,rudder,1,0.0243468154347
1259,part,208,461,cart,1,0.022078197669299998
1260,part,209,655,helicopter,1,0.0210834851191
1261,part,210,31,road,1,0.020941543046799998
1262,part,211,738,control tower,1,0.0209337349398
1263,part,212,212,sculpture,1,0.0198479166667
1264,part,213,207,microwave,1,0.0183873286526
1265,part,214,327,plane,1,0.0163436692506
1266,part,215,71,paper,1,0.013606770833299997
1267,part,216,164,telephone,1,0.010262067837700001
1268,part,217,271,curb,1,0.009799107142860001
1269,part,218,649,ramp,1,0.00908482142857
1270,part,219,658,finger,1,0.00898202260335
1271,part,220,16,tree,1,0.007968488035359999
1272,part,221,112,bag,1,0.00583426157633
1273,part,222,419,partition,1,0.0056074108817999995
1274,part,223,100,sconce,1,0.00548240391455
1275,part,224,497,drawing,1,0.00501041666667
1276,part,225,170,bucket,1,0.00390720367432
1277,part,226,546,baseboard,1,0.00194660734149
1278,part,227,242,can,1,0.0018968582153299999
1279,part,228,447,hovel,1,0.00185566968879
1280,part,229,113,pillar,1,0.00167427701674
1281,part,230,167,rope,1,0.00147831409084
1282,part,231,52,ground,1,0.00132649367474
1283,part,232,70,bottle,1,0.00126775105794
1284,part,233,88,vase,1,0.0007323148293139999
1285,part,234,210,fluorescent,1,0.0005708333333330001
1286,material,1,17,wood,9905,750.404734027
1287,material,2,20,painted,9124,1087.51175175
1288,material,3,24,fabric,7056,608.863733238
1289,material,4,30,glass,5500,180.589199204
1290,material,5,34,metal,4843,270.464824368
1291,material,6,49,tile,3409,319.642030294
1292,material,7,41,carpet,2599,228.31394929599998
1293,material,8,69,plastic-opaque,1919,46.692511882299996
1294,material,9,80,granite,1638,106.189538769
1295,material,10,84,ceramic,1500,54.8908241511
1296,material,11,71,paper,1171,21.1122505092
1297,material,12,94,food,849,62.150512434
1298,material,13,129,leather,742,37.5985600565
1299,material,14,187,plastic-clear,452,13.025855398800001
1300,material,15,193,laminate,442,18.5449884701
1301,material,16,48,mirror,387,18.9938154862
1302,material,17,202,brick,383,33.5775391469
1303,material,18,215,wallpaper,357,38.7055238095
1304,material,19,51,hair,342,13.720309761
1305,material,20,230,skin,337,14.3590084083
1306,material,21,238,cardboard,312,9.190227753610001
1307,material,22,245,wicker,300,7.22544448605
1308,material,23,244,concrete,294,30.2910069226
1309,material,24,85,rock,241,25.847184286599997
1310,material,25,395,fur,118,8.07778055689
1311,material,26,405,rubber,111,2.26850137026
1312,material,27,437,foliage,90,2.44220694628
1313,material,28,572,linoleum,42,5.1635393381300005
1314,material,29,13,sky,17,2.28939729641
1315,material,30,75,water,17,0.522639160568
1316,material,31,485,blackboard,8,0.477992939245
1317,material,32,891,fire,6,0.102493055358
1318,texture,1,237,blotchy,316,316.0
1319,texture,2,276,dotted,234,234.0
1320,texture,3,290,banded,205,205.0
1321,texture,4,295,striped,194,194.0
1322,texture,5,308,bumpy,166,166.0
1323,texture,6,324,smeared,149,149.0
1324,texture,7,325,knitted,148,148.0
1325,texture,8,326,porous,148,148.0
1326,texture,9,329,pitted,146,146.0
1327,texture,10,328,fibrous,146,146.0
1328,texture,11,331,veined,144,144.0
1329,texture,12,334,perforated,143,143.0
1330,texture,13,335,woven,142,142.0
1331,texture,14,337,meshed,140,140.0
1332,texture,15,338,crosshatched,139,139.0
1333,texture,16,341,sprinkled,137,137.0
1334,texture,17,342,polka-dotted,136,136.0
1335,texture,18,346,marbled,135,135.0
1336,texture,19,347,stained,135,135.0
1337,texture,20,343,grid,134,134.0
1338,texture,21,353,gauzy,130,130.0
1339,texture,22,354,interlaced,130,130.0
1340,texture,23,357,frilly,129,129.0
1341,texture,24,356,zigzagged,129,129.0
1342,texture,25,359,spiralled,128,128.0
1343,texture,26,360,swirly,128,128.0
1344,texture,27,363,cracked,127,127.0
1345,texture,28,364,studded,127,127.0
1346,texture,29,362,matted,127,127.0
1347,texture,30,368,flecked,126,126.0
1348,texture,31,369,potholed,126,126.0
1349,texture,32,373,scaly,125,125.0
1350,texture,33,370,stratified,125,125.0
1351,texture,34,371,braided,125,125.0
1352,texture,35,372,lined,125,125.0
1353,texture,36,375,wrinkled,124,124.0
1354,texture,37,374,paisley,124,124.0
1355,texture,38,376,waffled,124,124.0
1356,texture,39,377,freckled,124,124.0
1357,texture,40,378,honeycombed,124,124.0
1358,texture,41,384,lacelike,122,122.0
1359,texture,42,382,chequered,122,122.0
1360,texture,43,385,crystalline,122,122.0
1361,texture,44,387,bubbly,121,121.0
1362,texture,45,391,grooved,120,120.0
1363,texture,46,389,pleated,120,120.0
1364,texture,47,390,cobwebbed,120,120.0
1365,color,1,1,black-c,62358,11135.3204744
1366,color,2,2,grey-c,62310,12712.8431287
1367,color,3,3,white-c,62054,5778.03820407
1368,color,4,4,brown-c,61583,14549.652454199999
1369,color,5,5,green-c,61508,5049.98973538
1370,color,6,6,pink-c,60755,1478.51858238
1371,color,7,7,purple-c,59516,865.041518839
1372,color,8,8,blue-c,57825,4899.17412108
1373,color,9,9,yellow-c,57560,2730.58728273
1374,color,10,10,red-c,55938,1678.05972937
1375,color,11,11,orange-c,50369,2427.7747689
